date,areaName,areaCode,newCasesBySpecimenDate,cumCasesBySpecimenDate,newCasesByPublishDate,cumDailyNsoDeathsByDeathDate,hospitalCases
2020-09-03,England,E92000001,2661,300075,1507,50155,468
2020-09-02,England,E92000001,2618,297414,1239,50149,451
2020-09-01,England,E92000001,1927,294796,1041,50136,496
2020-08-31,England,E92000001,1260,292869,1149,50127,495
2020-08-30,England,E92000001,975,291609,1487,50111,479
2020-08-29,England,E92000001,1040,290634,891,50103,478
2020-08-28,England,E92000001,1384,289594,1106,50095,469
2020-08-27,England,E92000001,1326,288210,1350,50084,492
2020-08-26,England,E92000001,1135,286884,875,50073,485
2020-08-25,England,E92000001,1062,285749,1065,50058,500
2020-08-24,England,E92000001,1132,284687,758,50039,522
2020-08-23,England,E92000001,697,283555,938,50031,522
2020-08-22,England,E92000001,715,282858,1060,50015,594
2020-08-21,England,E92000001,1007,282143,908,50004,528
2020-08-20,England,E92000001,1218,281136,1035,49995,551
2020-08-19,England,E92000001,1074,279918,707,49979,571
2020-08-18,England,E92000001,924,278844,975,49969,597
2020-08-17,England,E92000001,1135,277920,634,49958,626
2020-08-16,England,E92000001,530,276785,952,49939,634
2020-08-15,England,E92000001,643,276255,934,49927,630
2020-08-14,England,E92000001,1037,275612,1284,49906,642
2020-08-13,England,E92000001,1021,274575,1059,49891,652
2020-08-12,England,E92000001,1095,273554,925,49873,642
2020-08-11,England,E92000001,1213,272459,1035,49853,672
2020-08-10,England,E92000001,1348,271246,699,49833,714
2020-08-09,England,E92000001,555,269898,988,49810,611
2020-08-08,England,E92000001,637,269343,679,49792,650
2020-08-07,England,E92000001,865,268706,796,49774,711
2020-08-06,England,E92000001,981,267841,826,49755,756
2020-08-05,England,E92000001,942,266860,804,49738,805
2020-08-04,England,E92000001,920,265918,617,49731,807
2020-08-03,England,E92000001,936,264998,856,49711,842
2020-08-02,England,E92000001,512,264062,676,49692,847
2020-08-01,England,E92000001,494,263550,722,49677,879
2020-07-31,England,E92000001,626,263056,814,49661,870
2020-07-30,England,E92000001,856,262430,812,49635,898
2020-07-29,England,E92000001,972,261574,700,49621,927
2020-07-28,England,E92000001,778,260602,547,49600,944
2020-07-27,England,E92000001,808,259824,616,49580,945
2020-07-26,England,E92000001,515,259016,721,49564,965
2020-07-25,England,E92000001,492,258501,710,49536,977
2020-07-24,England,E92000001,718,258009,688,49516,1018
2020-07-23,England,E92000001,728,257291,702,49499,1095
2020-07-22,England,E92000001,746,256563,519,49466,1305
2020-07-21,England,E92000001,688,255817,399,49432,1188
2020-07-20,England,E92000001,753,255129,535,49402,1278
2020-07-19,England,E92000001,414,254376,672,49373,1301
2020-07-18,England,E92000001,467,253962,796,49351,1321
2020-07-17,England,E92000001,548,253495,635,49323,1346
2020-07-16,England,E92000001,641,252947,597,49292,1348
2020-07-15,England,E92000001,725,252306,506,49274,1489
2020-07-14,England,E92000001,650,251581,372,49235,1506
2020-07-13,England,E92000001,689,250931,497,49197,1612
2020-07-12,England,E92000001,353,250242,615,49155,1611
2020-07-11,England,E92000001,421,249889,806,49126,1640
2020-07-10,England,E92000001,521,249468,480,49093,1746
2020-07-09,England,E92000001,683,248947,617,49051,1801
2020-07-08,England,E92000001,672,248264,606,48995,1888
2020-07-07,England,E92000001,559,247592,572,48951,2010
2020-07-06,England,E92000001,653,247033,331,48910,2099
2020-07-05,England,E92000001,540,246380,492,48862,2100
2020-07-04,England,E92000001,388,245840,579,48818,2152
2020-07-03,England,E92000001,541,245452,502,48772,2294
2020-07-02,England,E92000001,564,244911,523,48727,2410
2020-07-01,England,E92000001,616,244347,177,48672,2509
2020-06-30,England,E92000001,572,243731,196,48628,2665
2020-06-29,England,E92000001,667,243159,99,48557,3024
2020-06-28,England,E92000001,410,242492,142,48494,2818
2020-06-27,England,E92000001,504,242082,192,48432,2819
2020-06-26,England,E92000001,640,241578,175,48371,2859
2020-06-25,England,E92000001,637,240938,261,48301,3066
2020-06-24,England,E92000001,726,240301,107,48204,3223
2020-06-23,England,E92000001,729,239575,210,48111,3288
2020-06-22,England,E92000001,814,238846,178,48022,3417
2020-06-21,England,E92000001,549,238032,215,47948,3373
2020-06-20,England,E92000001,628,237483,324,47881,3423
2020-06-19,England,E92000001,821,236855,323,47805,3575
2020-06-18,England,E92000001,943,236034,281,47729,3681
2020-06-17,England,E92000001,910,235091,252,47650,3826
2020-06-16,England,E92000001,993,234181,252,47559,3934
2020-06-15,England,E92000001,936,233188,219,47456,3920
2020-06-14,England,E92000001,744,232252,292,47364,3973
2020-06-13,England,E92000001,788,231508,372,47245,4000
2020-06-12,England,E92000001,942,230720,392,47160,4136
2020-06-11,England,E92000001,911,229778,304,47038,4179
2020-06-10,England,E92000001,1078,228867,63,46930,4447
2020-06-09,England,E92000001,1054,227789,651,46788,4665
2020-06-08,England,E92000001,989,226735,92,46661,4830
2020-06-07,England,E92000001,666,225746,228,46519,4820
2020-06-06,England,E92000001,727,225080,422,46382,5004
2020-06-05,England,E92000001,1022,224353,451,46253,5213
2020-06-04,England,E92000001,1145,223331,431,46093,5398
2020-06-03,England,E92000001,1238,222186,462,45930,5600
2020-06-02,England,E92000001,1348,220948,444,45751,5827
2020-06-01,England,E92000001,1312,219600,294,45547,5954
2020-05-31,England,E92000001,988,218288,320,45368,5933
2020-05-30,England,E92000001,996,217300,715,45193,5972
2020-05-29,England,E92000001,1371,216304,560,45005,6250
2020-05-28,England,E92000001,1572,214933,519,44789,6528
2020-05-27,England,E92000001,1609,213361,609,44548,6836
2020-05-26,England,E92000001,1451,211752,492,44315,7305
2020-05-25,England,E92000001,1376,210301,494,44055,7448
2020-05-24,England,E92000001,1200,208925,584,43815,7415
2020-05-23,England,E92000001,1301,207725,979,43581,7428
2020-05-22,England,E92000001,1792,206424,1083,43326,7761
2020-05-21,England,E92000001,2266,204632,854,43070,7903
2020-05-20,England,E92000001,2342,202366,824,42784,8115
2020-05-19,England,E92000001,2581,200024,857,42481,8518
2020-05-18,England,E92000001,2207,197443,816,42165,8668
2020-05-17,England,E92000001,1588,195236,788,41821,8611
2020-05-16,England,E92000001,1768,193648,1136,41505,8643
2020-05-15,England,E92000001,2129,191880,1112,41154,9079
2020-05-14,England,E92000001,2208,189751,1189,40795,9231
2020-05-13,England,E92000001,2884,187543,1146,40422,9602
2020-05-12,England,E92000001,2918,184659,1067,40049,9791
2020-05-11,England,E92000001,3056,181741,891,39669,10109
2020-05-10,England,E92000001,2001,178685,1007,39314,9893
2020-05-09,England,E92000001,1793,176684,1349,38891,10176
2020-05-08,England,E92000001,2619,174891,1694,38428,10249
2020-05-07,England,E92000001,3203,172272,2133,37946,10726
2020-05-06,England,E92000001,3259,169069,1611,37411,11227
2020-05-05,England,E92000001,3135,165810,1842,36887,11754
2020-05-04,England,E92000001,2842,162675,1485,36350,12020
2020-05-03,England,E92000001,2632,159833,2019,35788,12119
2020-05-02,England,E92000001,2742,157201,2228,35232,12314
2020-05-01,England,E92000001,4084,154459,2501,34642,12623
2020-04-30,England,E92000001,4304,150375,2484,33981,12922
2020-04-29,England,E92000001,4724,146071,1403,33321,13224
2020-04-28,England,E92000001,4105,141347,1989,32622,13565
2020-04-27,England,E92000001,4022,137242,2264,31921,14255
2020-04-26,England,E92000001,3133,133220,2152,31197,14174
2020-04-25,England,E92000001,3369,130087,2826,30434,14202
2020-04-24,England,E92000001,4345,126718,3004,29663,14642
2020-04-23,England,E92000001,4556,122373,3084,28789,15402
2020-04-22,England,E92000001,4796,117817,3020,27896,16018
2020-04-21,England,E92000001,3976,113021,3087,26957,16517
2020-04-20,England,E92000001,3671,109045,2401,26041,16654
2020-04-19,England,E92000001,3468,105374,3607,25049,16928
2020-04-18,England,E92000001,4102,101906,3548,24082,16850
2020-04-17,England,E92000001,4060,97804,3985,23052,16728
2020-04-16,England,E92000001,4344,93744,3118,21945,17783
2020-04-15,England,E92000001,4215,89400,3188,20798,17934
2020-04-14,England,E92000001,3538,85185,3854,19698,18552
2020-04-13,England,E92000001,3427,81647,2999,18618,18621
2020-04-12,England,E92000001,2937,78220,3672,17542,18974
2020-04-11,England,E92000001,3058,75283,3841,16334,18604
2020-04-10,England,E92000001,3579,72225,4263,15131,18669
2020-04-09,England,E92000001,4053,68646,3798,13968,18423
2020-04-08,England,E92000001,4285,64593,4788,12791,18152
2020-04-07,England,E92000001,4563,60308,2978,11505,17814
2020-04-06,England,E92000001,4366,55745,3176,10360,17154
2020-04-05,England,E92000001,3074,51379,5107,9335,16657
2020-04-04,England,E92000001,3376,48305,2910,8272,15469
2020-04-03,England,E92000001,4079,44929,3576,7249,13635
2020-04-02,England,E92000001,4062,40850,3583,6322,12135
2020-04-01,England,E92000001,4117,36788,3630,5430,12059
2020-03-31,England,E92000001,3780,32671,2414,4604,11154
2020-03-30,England,E92000001,3514,28891,2107,3863,9852
2020-03-29,England,E92000001,2435,25377,2060,3232,8424
2020-03-28,England,E92000001,2368,22942,2139,2701,7269
2020-03-27,England,E92000001,2649,20574,2506,2252,6462
2020-03-26,England,E92000001,2604,17925,1809,1836,5226
2020-03-25,England,E92000001,2258,15321,1130,1466,4402
2020-03-24,England,E92000001,2026,13063,1258,1167,3598
2020-03-23,England,E92000001,2010,11037,793,930,3183
2020-03-22,England,E92000001,1206,9027,535,742,2670
2020-03-21,England,E92000001,1027,7821,873,570,2152
2020-03-20,England,E92000001,1084,6794,628,444,1580
2020-03-19,England,E92000001,927,5710,574,335,
2020-03-18,England,E92000001,908,4783,625,264,
2020-03-17,England,E92000001,680,3875,361,198,
2020-03-16,England,E92000001,543,3195,97,144,
2020-03-15,England,E92000001,396,2652,253,100,
2020-03-14,England,E92000001,315,2256,201,72,
2020-03-13,England,E92000001,392,1941,159,53,
2020-03-12,England,E92000001,415,1549,99,37,
2020-03-11,England,E92000001,351,1134,63,26,
2020-03-10,England,E92000001,228,783,46,19,
2020-03-09,England,E92000001,125,555,40,16,
2020-03-08,England,E92000001,50,430,58,11,
2020-03-07,England,E92000001,55,380,39,9,
2020-03-06,England,E92000001,73,325,39,9,
2020-03-05,England,E92000001,46,252,25,7,
2020-03-04,England,E92000001,49,206,32,5,
2020-03-03,England,E92000001,54,157,11,4,
2020-03-02,England,E92000001,38,103,4,4,
2020-03-01,England,E92000001,20,65,12,3,
2020-02-29,England,E92000001,5,45,3,3,
2020-02-28,England,E92000001,11,40,5,3,
2020-02-27,England,E92000001,7,29,0,3,
2020-02-26,England,E92000001,4,22,0,3,
2020-02-25,England,E92000001,5,18,0,3,
2020-02-24,England,E92000001,2,13,4,3,
2020-02-23,England,E92000001,1,11,0,3,
2020-02-22,England,E92000001,0,10,0,3,
2020-02-21,England,E92000001,1,10,0,2,
2020-02-20,England,E92000001,0,9,0,2,
2020-02-19,England,E92000001,0,9,0,2,
2020-02-18,England,E92000001,0,9,0,2,
2020-02-17,England,E92000001,0,9,0,2,
2020-02-16,England,E92000001,0,9,0,2,
2020-02-15,England,E92000001,0,9,0,2,
2020-02-14,England,E92000001,0,9,0,2,
2020-02-13,England,E92000001,0,9,1,2,
2020-02-12,England,E92000001,0,9,0,2,
2020-02-11,England,E92000001,1,9,0,2,
2020-02-10,England,E92000001,0,8,4,2,
2020-02-09,England,E92000001,1,8,1,2,
2020-02-08,England,E92000001,4,7,0,2,
2020-02-07,England,E92000001,0,3,0,2,
2020-02-06,England,E92000001,0,3,1,2,
2020-02-05,England,E92000001,1,3,0,2,
2020-02-04,England,E92000001,0,2,0,2,
2020-02-03,England,E92000001,0,2,0,2,
2020-02-02,England,E92000001,0,2,0,2,
2020-02-01,England,E92000001,0,2,0,1,
2020-01-31,England,E92000001,0,2,2,1,
2020-01-30,England,E92000001,2,2,,1,
