date,areaName,areaCode,newCasesBySpecimenDate,cumCasesBySpecimenDate,newCasesByPublishDate,cumDailyNsoDeathsByDeathDate,hospitalCases
2020-06-02,England,E92000001,1348,220948,444,45751,5827
2020-06-01,England,E92000001,1312,219600,294,45547,5954
2020-05-31,England,E92000001,988,218288,320,45368,5933
2020-05-30,England,E92000001,996,217300,715,45193,5972
2020-05-29,England,E92000001,1371,216304,560,45005,6250
2020-05-28,England,E92000001,1572,214933,519,44789,6528
2020-05-27,England,E92000001,1609,213361,609,44548,6836
2020-05-26,England,E92000001,1451,211752,492,44315,7305
2020-05-25,England,E92000001,1376,210301,494,44055,7448
2020-05-24,England,E92000001,1200,208925,584,43815,7415
2020-05-23,England,E92000001,1301,207725,979,43581,7428
2020-05-22,England,E92000001,1792,206424,1083,43326,7761
2020-05-21,England,E92000001,2266,204632,854,43070,7903
2020-05-20,England,E92000001,2342,202366,824,42784,8115
2020-05-19,England,E92000001,2581,200024,857,42481,8518
2020-05-18,England,E92000001,2207,197443,816,42165,8668
2020-05-17,England,E92000001,1588,195236,788,41821,8611
2020-05-16,England,E92000001,1768,193648,1136,41505,8643
2020-05-15,England,E92000001,2129,191880,1112,41154,9079
2020-05-14,England,E92000001,2208,189751,1189,40795,9231
2020-05-13,England,E92000001,2884,187543,1146,40422,9602
2020-05-12,England,E92000001,2918,184659,1067,40049,9791
2020-05-11,England,E92000001,3056,181741,891,39669,10109
2020-05-10,England,E92000001,2001,178685,1007,39314,9893
2020-05-09,England,E92000001,1793,176684,1349,38891,10176
2020-05-08,England,E92000001,2619,174891,1694,38428,10249
2020-05-07,England,E92000001,3203,172272,2133,37946,10726
2020-05-06,England,E92000001,3259,169069,1611,37411,11227
2020-05-05,England,E92000001,3135,165810,1842,36887,11754
2020-05-04,England,E92000001,2842,162675,1485,36350,12020
2020-05-03,England,E92000001,2632,159833,2019,35788,12119
2020-05-02,England,E92000001,2742,157201,2228,35232,12314
2020-05-01,England,E92000001,4084,154459,2501,34642,12623
2020-04-30,England,E92000001,4304,150375,2484,33981,12922
2020-04-29,England,E92000001,4724,146071,1403,33321,13224
2020-04-28,England,E92000001,4105,141347,1989,32622,13565
2020-04-27,England,E92000001,4022,137242,2264,31921,14255
2020-04-26,England,E92000001,3133,133220,2152,31197,14174
2020-04-25,England,E92000001,3369,130087,2826,30434,14202
2020-04-24,England,E92000001,4345,126718,3004,29663,14642
2020-04-23,England,E92000001,4556,122373,3084,28789,15402
2020-04-22,England,E92000001,4796,117817,3020,27896,16018
2020-04-21,England,E92000001,3976,113021,3087,26957,16517
2020-04-20,England,E92000001,3671,109045,2401,26041,16654
2020-04-19,England,E92000001,3468,105374,3607,25049,16928
2020-04-18,England,E92000001,4102,101906,3548,24082,16850
2020-04-17,England,E92000001,4060,97804,3985,23052,16728
2020-04-16,England,E92000001,4344,93744,3118,21945,17783
2020-04-15,England,E92000001,4215,89400,3188,20798,17934
2020-04-14,England,E92000001,3538,85185,3854,19698,18552
2020-04-13,England,E92000001,3427,81647,2999,18618,18621
2020-04-12,England,E92000001,2937,78220,3672,17542,18974
2020-04-11,England,E92000001,3058,75283,3841,16334,18604
2020-04-10,England,E92000001,3579,72225,4263,15131,18669
2020-04-09,England,E92000001,4053,68646,3798,13968,18423
2020-04-08,England,E92000001,4285,64593,4788,12791,18152
2020-04-07,England,E92000001,4563,60308,2978,11505,17814
2020-04-06,England,E92000001,4366,55745,3176,10360,17154
2020-04-05,England,E92000001,3074,51379,5107,9335,16657
2020-04-04,England,E92000001,3376,48305,2910,8272,15469
2020-04-03,England,E92000001,4079,44929,3576,7249,13635
2020-04-02,England,E92000001,4062,40850,3583,6322,12135
2020-04-01,England,E92000001,4117,36788,3630,5430,12059
2020-03-31,England,E92000001,3780,32671,2414,4604,11154
2020-03-30,England,E92000001,3514,28891,2107,3863,9852
2020-03-29,England,E92000001,2435,25377,2060,3232,8424
2020-03-28,England,E92000001,2368,22942,2139,2701,7269
2020-03-27,England,E92000001,2649,20574,2506,2252,6462
2020-03-26,England,E92000001,2604,17925,1809,1836,5226
2020-03-25,England,E92000001,2258,15321,1130,1466,4402
2020-03-24,England,E92000001,2026,13063,1258,1167,3598
2020-03-23,England,E92000001,2010,11037,793,930,3183
2020-03-22,England,E92000001,1206,9027,535,742,2670
2020-03-21,England,E92000001,1027,7821,873,570,2152
2020-03-20,England,E92000001,1084,6794,628,444,1580
2020-03-19,England,E92000001,927,5710,574,335,
2020-03-18,England,E92000001,908,4783,625,264,
2020-03-17,England,E92000001,680,3875,361,198,
2020-03-16,England,E92000001,543,3195,97,144,
2020-03-15,England,E92000001,396,2652,253,100,
2020-03-14,England,E92000001,315,2256,201,72,
2020-03-13,England,E92000001,392,1941,159,53,
2020-03-12,England,E92000001,415,1549,99,37,
2020-03-11,England,E92000001,351,1134,63,26,
2020-03-10,England,E92000001,228,783,46,19,
2020-03-09,England,E92000001,125,555,40,16,
2020-03-08,England,E92000001,50,430,58,11,
2020-03-07,England,E92000001,55,380,39,9,
2020-03-06,England,E92000001,73,325,39,9,
2020-03-05,England,E92000001,46,252,25,7,
2020-03-04,England,E92000001,49,206,32,5,
2020-03-03,England,E92000001,54,157,11,4,
2020-03-02,England,E92000001,38,103,4,4,
2020-03-01,England,E92000001,20,65,12,3,
2020-02-29,England,E92000001,5,45,3,3,
2020-02-28,England,E92000001,11,40,5,3,
2020-02-27,England,E92000001,7,29,0,3,
2020-02-26,England,E92000001,4,22,0,3,
2020-02-25,England,E92000001,5,18,0,3,
2020-02-24,England,E92000001,2,13,4,3,
2020-02-23,England,E92000001,1,11,0,3,
2020-02-22,England,E92000001,0,10,0,3,
2020-02-21,England,E92000001,1,10,0,2,
2020-02-20,England,E92000001,0,9,0,2,
2020-02-19,England,E92000001,0,9,0,2,
2020-02-18,England,E92000001,0,9,0,2,
2020-02-17,England,E92000001,0,9,0,2,
2020-02-16,England,E92000001,0,9,0,2,
2020-02-15,England,E92000001,0,9,0,2,
2020-02-14,England,E92000001,0,9,0,2,
2020-02-13,England,E92000001,0,9,1,2,
2020-02-12,England,E92000001,0,9,0,2,
2020-02-11,England,E92000001,1,9,0,2,
2020-02-10,England,E92000001,0,8,4,2,
2020-02-09,England,E92000001,1,8,1,2,
2020-02-08,England,E92000001,4,7,0,2,
2020-02-07,England,E92000001,0,3,0,2,
2020-02-06,England,E92000001,0,3,1,2,
2020-02-05,England,E92000001,1,3,0,2,
2020-02-04,England,E92000001,0,2,0,2,
2020-02-03,England,E92000001,0,2,0,2,
2020-02-02,England,E92000001,0,2,0,2,
2020-02-01,England,E92000001,0,2,0,1,
2020-01-31,England,E92000001,0,2,2,1,
2020-01-30,England,E92000001,2,2,,1,
